,Unnamed: 0,index,label,segment_path,video_class,video_name,dataset,resized,bright,contrast,flip_lr,hue_adjust
213,2745,118,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/9ErNHIovPDI_0.avi,Fighting,9ErNHIovPDI_0,rwf,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/9ErNHIovPDI_0-585ee34203_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/9ErNHIovPDI_0-585ee34203_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/9ErNHIovPDI_0-585ee34203_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/9ErNHIovPDI_0-585ee34203_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/9ErNHIovPDI_0-585ee34203_1_hue_adjust.mp4
214,2746,119,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/9U8J4abJGDg_0.avi,Fighting,9U8J4abJGDg_0,rwf,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/9U8J4abJGDg_0-c8bb1b75a5_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/9U8J4abJGDg_0-c8bb1b75a5_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/9U8J4abJGDg_0-c8bb1b75a5_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/9U8J4abJGDg_0-c8bb1b75a5_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/9U8J4abJGDg_0-c8bb1b75a5_1_hue_adjust.mp4
215,2747,120,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/a2qLzOu_n0s_0.avi,Fighting,a2qLzOu_n0s_0,rwf,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a2qLzOu_n0s_0-fa75c7befe_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a2qLzOu_n0s_0-fa75c7befe_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a2qLzOu_n0s_0-fa75c7befe_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a2qLzOu_n0s_0-fa75c7befe_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a2qLzOu_n0s_0-fa75c7befe_1_hue_adjust.mp4
216,2748,121,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/a2qLzOu_n0s_1.avi,Fighting,a2qLzOu_n0s_1,rwf,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a2qLzOu_n0s_1-6ec10f42cd_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a2qLzOu_n0s_1-6ec10f42cd_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a2qLzOu_n0s_1-6ec10f42cd_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a2qLzOu_n0s_1-6ec10f42cd_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a2qLzOu_n0s_1-6ec10f42cd_1_hue_adjust.mp4
217,2749,122,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/a2qLzOu_n0s_2.avi,Fighting,a2qLzOu_n0s_2,rwf,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a2qLzOu_n0s_2-5bab5238b8_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a2qLzOu_n0s_2-5bab5238b8_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a2qLzOu_n0s_2-5bab5238b8_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a2qLzOu_n0s_2-5bab5238b8_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a2qLzOu_n0s_2-5bab5238b8_1_hue_adjust.mp4
218,2750,123,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/a2qLzOu_n0s_3.avi,Fighting,a2qLzOu_n0s_3,rwf,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a2qLzOu_n0s_3-7dee9ffc09_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a2qLzOu_n0s_3-7dee9ffc09_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a2qLzOu_n0s_3-7dee9ffc09_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a2qLzOu_n0s_3-7dee9ffc09_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a2qLzOu_n0s_3-7dee9ffc09_1_hue_adjust.mp4
219,2751,124,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/a2qLzOu_n0s_4.avi,Fighting,a2qLzOu_n0s_4,rwf,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a2qLzOu_n0s_4-d36cabe65f_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a2qLzOu_n0s_4-d36cabe65f_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a2qLzOu_n0s_4-d36cabe65f_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a2qLzOu_n0s_4-d36cabe65f_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a2qLzOu_n0s_4-d36cabe65f_1_hue_adjust.mp4
220,2752,125,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/a7D2i0HTXGM_0.avi,Fighting,a7D2i0HTXGM_0,rwf,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a7D2i0HTXGM_0-59af9d98bd_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a7D2i0HTXGM_0-59af9d98bd_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a7D2i0HTXGM_0-59af9d98bd_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a7D2i0HTXGM_0-59af9d98bd_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a7D2i0HTXGM_0-59af9d98bd_1_hue_adjust.mp4
221,2753,126,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/a7D2i0HTXGM_1.avi,Fighting,a7D2i0HTXGM_1,rwf,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a7D2i0HTXGM_1-ac8ba060f9_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a7D2i0HTXGM_1-ac8ba060f9_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a7D2i0HTXGM_1-ac8ba060f9_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a7D2i0HTXGM_1-ac8ba060f9_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a7D2i0HTXGM_1-ac8ba060f9_1_hue_adjust.mp4
222,2754,127,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/a7D2i0HTXGM_2.avi,Fighting,a7D2i0HTXGM_2,rwf,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a7D2i0HTXGM_2-d4b7ebb97e_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a7D2i0HTXGM_2-d4b7ebb97e_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a7D2i0HTXGM_2-d4b7ebb97e_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a7D2i0HTXGM_2-d4b7ebb97e_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a7D2i0HTXGM_2-d4b7ebb97e_1_hue_adjust.mp4
223,2755,128,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/a7gBQaAFEtw_2.avi,Fighting,a7gBQaAFEtw_2,rwf,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a7gBQaAFEtw_2-bc386a017d_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a7gBQaAFEtw_2-bc386a017d_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a7gBQaAFEtw_2-bc386a017d_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a7gBQaAFEtw_2-bc386a017d_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a7gBQaAFEtw_2-bc386a017d_1_hue_adjust.mp4
224,2756,129,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/a7gBQaAFEtw_4.avi,Fighting,a7gBQaAFEtw_4,rwf,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a7gBQaAFEtw_4-ae4bdc6d09_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a7gBQaAFEtw_4-ae4bdc6d09_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a7gBQaAFEtw_4-ae4bdc6d09_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a7gBQaAFEtw_4-ae4bdc6d09_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/a7gBQaAFEtw_4-ae4bdc6d09_1_hue_adjust.mp4
225,2757,130,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/adg5WJ6y_1.avi,Fighting,adg5WJ6y_1,rwf,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/adg5WJ6y_1-47124f8440_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/adg5WJ6y_1-47124f8440_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/adg5WJ6y_1-47124f8440_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/adg5WJ6y_1-47124f8440_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/adg5WJ6y_1-47124f8440_1_hue_adjust.mp4
226,2758,131,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/aIg9Yb0O7Hg_0.avi,Fighting,aIg9Yb0O7Hg_0,rwf,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aIg9Yb0O7Hg_0-7dd6b1b2b5_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aIg9Yb0O7Hg_0-7dd6b1b2b5_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aIg9Yb0O7Hg_0-7dd6b1b2b5_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aIg9Yb0O7Hg_0-7dd6b1b2b5_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aIg9Yb0O7Hg_0-7dd6b1b2b5_1_hue_adjust.mp4
227,2759,132,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/aIg9Yb0O7Hg_1.avi,Fighting,aIg9Yb0O7Hg_1,rwf,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aIg9Yb0O7Hg_1-3ee4575523_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aIg9Yb0O7Hg_1-3ee4575523_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aIg9Yb0O7Hg_1-3ee4575523_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aIg9Yb0O7Hg_1-3ee4575523_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aIg9Yb0O7Hg_1-3ee4575523_1_hue_adjust.mp4
228,2760,133,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/aIg9Yb0O7Hg_2.avi,Fighting,aIg9Yb0O7Hg_2,rwf,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aIg9Yb0O7Hg_2-04a00d918f_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aIg9Yb0O7Hg_2-04a00d918f_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aIg9Yb0O7Hg_2-04a00d918f_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aIg9Yb0O7Hg_2-04a00d918f_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aIg9Yb0O7Hg_2-04a00d918f_1_hue_adjust.mp4
229,2761,134,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/aIg9Yb0O7Hg_3.avi,Fighting,aIg9Yb0O7Hg_3,rwf,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aIg9Yb0O7Hg_3-aca66e773d_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aIg9Yb0O7Hg_3-aca66e773d_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aIg9Yb0O7Hg_3-aca66e773d_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aIg9Yb0O7Hg_3-aca66e773d_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aIg9Yb0O7Hg_3-aca66e773d_1_hue_adjust.mp4
230,2762,135,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/aIg9Yb0O7Hg_4.avi,Fighting,aIg9Yb0O7Hg_4,rwf,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aIg9Yb0O7Hg_4-6d52a560fa_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aIg9Yb0O7Hg_4-6d52a560fa_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aIg9Yb0O7Hg_4-6d52a560fa_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aIg9Yb0O7Hg_4-6d52a560fa_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aIg9Yb0O7Hg_4-6d52a560fa_1_hue_adjust.mp4
231,2763,136,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/aIg9Yb0O7Hg_5.avi,Fighting,aIg9Yb0O7Hg_5,rwf,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aIg9Yb0O7Hg_5-6b3dd45db9_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aIg9Yb0O7Hg_5-6b3dd45db9_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aIg9Yb0O7Hg_5-6b3dd45db9_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aIg9Yb0O7Hg_5-6b3dd45db9_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aIg9Yb0O7Hg_5-6b3dd45db9_1_hue_adjust.mp4
232,2764,137,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/aKgSasWRJ2s_0.avi,Fighting,aKgSasWRJ2s_0,rwf,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aKgSasWRJ2s_0-c3736d0ef4_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aKgSasWRJ2s_0-c3736d0ef4_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aKgSasWRJ2s_0-c3736d0ef4_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aKgSasWRJ2s_0-c3736d0ef4_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aKgSasWRJ2s_0-c3736d0ef4_1_hue_adjust.mp4
233,2765,138,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/aKgSasWRJ2s_1.avi,Fighting,aKgSasWRJ2s_1,rwf,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aKgSasWRJ2s_1-e379f777ab_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aKgSasWRJ2s_1-e379f777ab_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aKgSasWRJ2s_1-e379f777ab_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aKgSasWRJ2s_1-e379f777ab_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aKgSasWRJ2s_1-e379f777ab_1_hue_adjust.mp4
234,2766,139,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/aKgSasWRJ2s_2.avi,Fighting,aKgSasWRJ2s_2,rwf,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aKgSasWRJ2s_2-4de44649d4_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aKgSasWRJ2s_2-4de44649d4_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aKgSasWRJ2s_2-4de44649d4_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aKgSasWRJ2s_2-4de44649d4_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aKgSasWRJ2s_2-4de44649d4_1_hue_adjust.mp4
235,2767,140,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/aKgSasWRJ2s_3.avi,Fighting,aKgSasWRJ2s_3,rwf,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aKgSasWRJ2s_3-352c61b034_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aKgSasWRJ2s_3-352c61b034_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aKgSasWRJ2s_3-352c61b034_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aKgSasWRJ2s_3-352c61b034_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aKgSasWRJ2s_3-352c61b034_1_hue_adjust.mp4
236,2768,141,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/aKK0B4kpKZA_0.avi,Fighting,aKK0B4kpKZA_0,rwf,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aKK0B4kpKZA_0-608a57418c_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aKK0B4kpKZA_0-608a57418c_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aKK0B4kpKZA_0-608a57418c_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aKK0B4kpKZA_0-608a57418c_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aKK0B4kpKZA_0-608a57418c_1_hue_adjust.mp4
237,2769,142,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/aKK0B4kpKZA_1.avi,Fighting,aKK0B4kpKZA_1,rwf,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aKK0B4kpKZA_1-c7d0369808_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aKK0B4kpKZA_1-c7d0369808_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aKK0B4kpKZA_1-c7d0369808_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aKK0B4kpKZA_1-c7d0369808_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/aKK0B4kpKZA_1-c7d0369808_1_hue_adjust.mp4
238,2770,143,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/AkTZX27QhjE_1.avi,Fighting,AkTZX27QhjE_1,rwf,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/AkTZX27QhjE_1-815aecd9ff_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/AkTZX27QhjE_1-815aecd9ff_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/AkTZX27QhjE_1-815aecd9ff_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/AkTZX27QhjE_1-815aecd9ff_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/AkTZX27QhjE_1-815aecd9ff_1_hue_adjust.mp4
239,2771,144,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/AkTZX27QhjE_2.avi,Fighting,AkTZX27QhjE_2,rwf,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/AkTZX27QhjE_2-4656746a5a_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/AkTZX27QhjE_2-4656746a5a_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/AkTZX27QhjE_2-4656746a5a_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/AkTZX27QhjE_2-4656746a5a_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/AkTZX27QhjE_2-4656746a5a_1_hue_adjust.mp4
240,2772,145,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/AkTZX27QhjE_3.avi,Fighting,AkTZX27QhjE_3,rwf,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/AkTZX27QhjE_3-b38451e774_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/AkTZX27QhjE_3-b38451e774_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/AkTZX27QhjE_3-b38451e774_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/AkTZX27QhjE_3-b38451e774_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/AkTZX27QhjE_3-b38451e774_1_hue_adjust.mp4
241,2773,146,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/AkTZX27QhjE_4.avi,Fighting,AkTZX27QhjE_4,rwf,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/AkTZX27QhjE_4-f128a66707_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/AkTZX27QhjE_4-f128a66707_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/AkTZX27QhjE_4-f128a66707_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/AkTZX27QhjE_4-f128a66707_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/AkTZX27QhjE_4-f128a66707_1_hue_adjust.mp4
242,2774,147,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/Am9mUxPTvK4_0.avi,Fighting,Am9mUxPTvK4_0,rwf,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Am9mUxPTvK4_0-b6a31b9439_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Am9mUxPTvK4_0-b6a31b9439_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Am9mUxPTvK4_0-b6a31b9439_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Am9mUxPTvK4_0-b6a31b9439_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Am9mUxPTvK4_0-b6a31b9439_1_hue_adjust.mp4
243,2775,148,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/Am9mUxPTvK4_1.avi,Fighting,Am9mUxPTvK4_1,rwf,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Am9mUxPTvK4_1-f35ce1b63f_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Am9mUxPTvK4_1-f35ce1b63f_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Am9mUxPTvK4_1-f35ce1b63f_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Am9mUxPTvK4_1-f35ce1b63f_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Am9mUxPTvK4_1-f35ce1b63f_1_hue_adjust.mp4
